ORLANDO TERM,Possible URI,Possible URI #2
comédie de menace,http://id.lincsproject.ca/genre/comedyOfMenace
comédie,http://id.lincsproject.ca/genre/comedy
condition of england novel,http://id.lincsproject.ca/genre/conditionOfEnglandNovel
conditionofenglandnovel,http://id.lincsproject.ca/genre/conditionOfEnglandNovel
conduct literature,http://id.lincsproject.ca/genre/conductLiterature
conductliterature,http://id.lincsproject.ca/genre/conductLiterature
conte de fées,http://id.lincsproject.ca/genre/fairytale
conversion narrative,http://id.lincsproject.ca/genre/conversionNarrative
conversionnarrative,http://id.lincsproject.ca/genre/conversionNarrative
cookbook,http://id.lincsproject.ca/genre/cookbook
correspondence,http://id.lincsproject.ca/genre/letter
costume drama,http://id.lincsproject.ca/genre/costumeDrama
costumedrama,http://id.lincsproject.ca/genre/costumeDrama
court decision,http://id.lincsproject.ca/genre/courtDecision
courtdecision,http://id.lincsproject.ca/genre/courtDecision
courtship fiction,http://id.lincsproject.ca/genre/courtshipFiction
courtshipfiction,http://id.lincsproject.ca/genre/courtshipFiction
criminologie,http://id.lincsproject.ca/genre/criminology
criminology,http://id.lincsproject.ca/genre/criminology
criticism,http://id.lincsproject.ca/genre/criticism
critique d'art,http://id.lincsproject.ca/genre/artCriticism
critique littéraire,http://id.lincsproject.ca/genre/literaryCriticism
critique,http://id.lincsproject.ca/genre/review
croquis,http://id.lincsproject.ca/genre/sketch
dance,http://id.lincsproject.ca/genre/dance
dedication,http://id.lincsproject.ca/genre/dedication
detective,http://id.lincsproject.ca/genre/detective
devotional,http://id.lincsproject.ca/genre/devotional
dialogue des morts,http://id.lincsproject.ca/genre/dialogueOfTheDead
dialogue of the dead,http://id.lincsproject.ca/genre/dialogueOfTheDead
dialogue or debate,http://id.lincsproject.ca/genre/dialogueOrDebate
dialogue ou débat,http://id.lincsproject.ca/genre/dialogueOrDebate
dialogueofthedead,http://id.lincsproject.ca/genre/dialogueOfTheDead
dialogueordebate,http://id.lincsproject.ca/genre/dialogueOrDebate
dialogueordebategenre,http://id.lincsproject.ca/genre/DialogueOrDebateGenre
diary,http://id.lincsproject.ca/genre/diary
diaspora,http://id.lincsproject.ca/genre/diasporic
diasporic,http://id.lincsproject.ca/genre/diasporic
dictionaire biographique,http://id.lincsproject.ca/genre/biographicalDictionary
dictionary,http://id.lincsproject.ca/genre/dictionary
dictionnaire,http://id.lincsproject.ca/genre/dictionary
didactic,http://id.lincsproject.ca/genre/didactic
didacticgenre,http://id.lincsproject.ca/genre/DidacticGenre
digital,http://id.lincsproject.ca/genre/digital
digitalmedium,http://id.lincsproject.ca/genre/DigitalMedium
directory,http://id.lincsproject.ca/genre/directory
discours,http://id.lincsproject.ca/genre/speech
dissertation,http://id.lincsproject.ca/genre/dissertation
document,http://id.lincsproject.ca/genre/document
documentaire,http://id.lincsproject.ca/genre/documentary
documentary,http://id.lincsproject.ca/genre/documentary
domestic,http://id.lincsproject.ca/genre/domestic
drama,http://id.lincsproject.ca/genre/drama
dramatic monologue,http://id.lincsproject.ca/genre/dramaticMonologue
dramaticgenre,http://id.lincsproject.ca/genre/DramaticGenre
dramaticmonologue,http://id.lincsproject.ca/genre/dramaticMonologue
drawing,http://id.lincsproject.ca/genre/drawing
dream vision,http://id.lincsproject.ca/genre/dreamVision
dreamvision,http://id.lincsproject.ca/genre/dreamVision
dub,http://id.lincsproject.ca/genre/dub
dystopia,http://id.lincsproject.ca/genre/dystopia
dystopie,http://id.lincsproject.ca/genre/dystopia
dédicace,http://id.lincsproject.ca/genre/dedication
eclogue,http://id.lincsproject.ca/genre/eclogue
editorial work,http://id.lincsproject.ca/genre/editorialWork
editorialwork,http://id.lincsproject.ca/genre/editorialWork
